__run_id,__done,model_version,candidate_family,task_type,input_size,cpu_utilization,ram_usage,gpu_utilization,vram_usage,performance_score,performance_score_type,response_time,input_token_size,output_token_size,energy_consumption
run_58_repetition_5,TODO,v2.5,qwen,summarization,short, , , , , , , , , , 
run_59_repetition_5,TODO,v2.5,qwen,summarization,long, , , , , , , , , , 
run_0_repetition_6,TODO,v0.1,mistral,generation,short, , , , , , , , , , 
run_1_repetition_6,TODO,v0.1,mistral,generation,long, , , , , , , , , , 
run_2_repetition_6,TODO,v0.1,mistral,answering,short, , , , , , , , , , 
run_3_repetition_6,TODO,v0.1,mistral,answering,long, , , , , , , , , , 
run_4_repetition_6,TODO,v0.1,mistral,summarization,short, , , , , , , , , , 
run_5_repetition_6,TODO,v0.1,mistral,summarization,long, , , , , , , , , , 
run_6_repetition_6,TODO,v0.2,mistral,generation,short, , , , , , , , , , 
run_7_repetition_6,TODO,v0.2,mistral,generation,long, , , , , , , , , , 
run_8_repetition_6,TODO,v0.2,mistral,answering,short, , , , , , , , , , 
run_9_repetition_6,TODO,v0.2,mistral,answering,long, , , , , , , , , , 
run_10_repetition_6,TODO,v0.2,mistral,summarization,short, , , , , , , , , , 
run_11_repetition_6,TODO,v0.2,mistral,summarization,long, , , , , , , , , , 
run_12_repetition_6,TODO,v0.3,mistral,generation,short, , , , , , , , , , 
run_13_repetition_6,TODO,v0.3,mistral,generation,long, , , , , , , , , , 
run_14_repetition_6,TODO,v0.3,mistral,answering,short, , , , , , , , , , 
run_15_repetition_6,TODO,v0.3,mistral,answering,long, , , , , , , , , , 
run_16_repetition_6,TODO,v0.3,mistral,summarization,short, , , , , , , , , , 
run_17_repetition_6,TODO,v0.3,mistral,summarization,long, , , , , , , , , , 
run_18_repetition_6,TODO,v1,gemma,generation,short, , , , , , , , , , 
run_19_repetition_6,TODO,v1,gemma,generation,long, , , , , , , , , , 
run_20_repetition_6,TODO,v1,gemma,answering,short, , , , , , , , , , 
run_21_repetition_6,TODO,v1,gemma,answering,long, , , , , , , , , , 
run_22_repetition_6,TODO,v1,gemma,summarization,short, , , , , , , , , , 
run_23_repetition_6,TODO,v1,gemma,summarization,long, , , , , , , , , , 
run_24_repetition_6,TODO,v1,qwen,generation,short, , , , , , , , , , 
run_25_repetition_6,TODO,v1,qwen,generation,long, , , , , , , , , , 
run_26_repetition_6,TODO,v1,qwen,answering,short, , , , , , , , , , 
run_27_repetition_6,TODO,v1,qwen,answering,long, , , , , , , , , , 
run_28_repetition_6,TODO,v1,qwen,summarization,short, , , , , , , , , , 
run_29_repetition_6,TODO,v1,qwen,summarization,long, , , , , , , , , , 
run_30_repetition_6,TODO,v1.1,gemma,generation,short, , , , , , , , , , 
run_31_repetition_6,TODO,v1.1,gemma,generation,long, , , , , , , , , , 
run_32_repetition_6,TODO,v1.1,gemma,answering,short, , , , , , , , , , 
run_33_repetition_6,TODO,v1.1,gemma,answering,long, , , , , , , , , , 
run_34_repetition_6,TODO,v1.1,gemma,summarization,short, , , , , , , , , , 
run_35_repetition_6,TODO,v1.1,gemma,summarization,long, , , , , , , , , , 
run_36_repetition_6,TODO,v1.5,qwen,generation,short, , , , , , , , , , 
run_37_repetition_6,TODO,v1.5,qwen,generation,long, , , , , , , , , , 
run_38_repetition_6,TODO,v1.5,qwen,answering,short, , , , , , , , , , 
run_39_repetition_6,TODO,v1.5,qwen,answering,long, , , , , , , , , , 
run_40_repetition_6,TODO,v1.5,qwen,summarization,short, , , , , , , , , , 
run_41_repetition_6,TODO,v1.5,qwen,summarization,long, , , , , , , , , , 
run_42_repetition_6,TODO,v2,gemma,generation,short, , , , , , , , , , 
run_43_repetition_6,TODO,v2,gemma,generation,long, , , , , , , , , , 
run_44_repetition_6,TODO,v2,gemma,answering,short, , , , , , , , , , 
run_45_repetition_6,TODO,v2,gemma,answering,long, , , , , , , , , , 
run_46_repetition_6,TODO,v2,gemma,summarization,short, , , , , , , , , , 
run_47_repetition_6,TODO,v2,gemma,summarization,long, , , , , , , , , , 
run_48_repetition_6,TODO,v2,qwen,generation,short, , , , , , , , , , 
run_49_repetition_6,TODO,v2,qwen,generation,long, , , , , , , , , , 
run_50_repetition_6,TODO,v2,qwen,answering,short, , , , , , , , , , 
run_51_repetition_6,TODO,v2,qwen,answering,long, , , , , , , , , , 
run_52_repetition_6,TODO,v2,qwen,summarization,short, , , , , , , , , , 
run_53_repetition_6,TODO,v2,qwen,summarization,long, , , , , , , , , , 
run_54_repetition_6,TODO,v2.5,qwen,generation,short, , , , , , , , , , 
run_55_repetition_6,TODO,v2.5,qwen,generation,long, , , , , , , , , , 
run_56_repetition_6,TODO,v2.5,qwen,answering,short, , , , , , , , , , 
run_57_repetition_6,TODO,v2.5,qwen,answering,long, , , , , , , , , , 
run_58_repetition_6,TODO,v2.5,qwen,summarization,short, , , , , , , , , , 
run_59_repetition_6,TODO,v2.5,qwen,summarization,long, , , , , , , , , , 
run_0_repetition_7,TODO,v0.1,mistral,generation,short, , , , , , , , , , 
run_1_repetition_7,TODO,v0.1,mistral,generation,long, , , , , , , , , , 
run_2_repetition_7,TODO,v0.1,mistral,answering,short, , , , , , , , , , 
run_3_repetition_7,TODO,v0.1,mistral,answering,long, , , , , , , , , , 
run_4_repetition_7,TODO,v0.1,mistral,summarization,short, , , , , , , , , , 
run_5_repetition_7,TODO,v0.1,mistral,summarization,long, , , , , , , , , , 
run_6_repetition_7,TODO,v0.2,mistral,generation,short, , , , , , , , , , 
run_7_repetition_7,TODO,v0.2,mistral,generation,long, , , , , , , , , , 
run_8_repetition_7,TODO,v0.2,mistral,answering,short, , , , , , , , , , 
run_9_repetition_7,TODO,v0.2,mistral,answering,long, , , , , , , , , , 
run_10_repetition_7,TODO,v0.2,mistral,summarization,short, , , , , , , , , , 
run_11_repetition_7,TODO,v0.2,mistral,summarization,long, , , , , , , , , , 
run_12_repetition_7,TODO,v0.3,mistral,generation,short, , , , , , , , , , 
run_13_repetition_7,TODO,v0.3,mistral,generation,long, , , , , , , , , , 
run_14_repetition_7,TODO,v0.3,mistral,answering,short, , , , , , , , , , 
run_15_repetition_7,TODO,v0.3,mistral,answering,long, , , , , , , , , , 
run_16_repetition_7,TODO,v0.3,mistral,summarization,short, , , , , , , , , , 
run_17_repetition_7,TODO,v0.3,mistral,summarization,long, , , , , , , , , , 
run_18_repetition_7,TODO,v1,gemma,generation,short, , , , , , , , , , 
run_19_repetition_7,TODO,v1,gemma,generation,long, , , , , , , , , , 
run_20_repetition_7,TODO,v1,gemma,answering,short, , , , , , , , , , 
run_21_repetition_7,TODO,v1,gemma,answering,long, , , , , , , , , , 
run_22_repetition_7,TODO,v1,gemma,summarization,short, , , , , , , , , , 
run_23_repetition_7,TODO,v1,gemma,summarization,long, , , , , , , , , , 
run_24_repetition_7,TODO,v1,qwen,generation,short, , , , , , , , , , 
run_25_repetition_7,TODO,v1,qwen,generation,long, , , , , , , , , , 
run_26_repetition_7,TODO,v1,qwen,answering,short, , , , , , , , , , 
run_27_repetition_7,TODO,v1,qwen,answering,long, , , , , , , , , , 
run_28_repetition_7,TODO,v1,qwen,summarization,short, , , , , , , , , , 
run_29_repetition_7,TODO,v1,qwen,summarization,long, , , , , , , , , , 
run_30_repetition_7,TODO,v1.1,gemma,generation,short, , , , , , , , , , 
run_31_repetition_7,TODO,v1.1,gemma,generation,long, , , , , , , , , , 
run_32_repetition_7,TODO,v1.1,gemma,answering,short, , , , , , , , , , 
run_33_repetition_7,TODO,v1.1,gemma,answering,long, , , , , , , , , , 
run_34_repetition_7,TODO,v1.1,gemma,summarization,short, , , , , , , , , , 
run_35_repetition_7,TODO,v1.1,gemma,summarization,long, , , , , , , , , , 
run_36_repetition_7,TODO,v1.5,qwen,generation,short, , , , , , , , , , 
run_37_repetition_7,TODO,v1.5,qwen,generation,long, , , , , , , , , , 
run_38_repetition_7,TODO,v1.5,qwen,answering,short, , , , , , , , , , 
run_39_repetition_7,TODO,v1.5,qwen,answering,long, , , , , , , , , , 
run_40_repetition_7,TODO,v1.5,qwen,summarization,short, , , , , , , , , , 
run_41_repetition_7,TODO,v1.5,qwen,summarization,long, , , , , , , , , , 
run_42_repetition_7,TODO,v2,gemma,generation,short, , , , , , , , , , 
run_43_repetition_7,TODO,v2,gemma,generation,long, , , , , , , , , , 
run_44_repetition_7,TODO,v2,gemma,answering,short, , , , , , , , , , 
run_45_repetition_7,TODO,v2,gemma,answering,long, , , , , , , , , , 
run_46_repetition_7,TODO,v2,gemma,summarization,short, , , , , , , , , , 
run_47_repetition_7,TODO,v2,gemma,summarization,long, , , , , , , , , , 
run_48_repetition_7,TODO,v2,qwen,generation,short, , , , , , , , , , 
run_49_repetition_7,TODO,v2,qwen,generation,long, , , , , , , , , , 
run_50_repetition_7,TODO,v2,qwen,answering,short, , , , , , , , , , 
run_51_repetition_7,TODO,v2,qwen,answering,long, , , , , , , , , , 
run_52_repetition_7,TODO,v2,qwen,summarization,short, , , , , , , , , , 
run_53_repetition_7,TODO,v2,qwen,summarization,long, , , , , , , , , , 
run_54_repetition_7,TODO,v2.5,qwen,generation,short, , , , , , , , , , 
run_55_repetition_7,TODO,v2.5,qwen,generation,long, , , , , , , , , , 
run_56_repetition_7,TODO,v2.5,qwen,answering,short, , , , , , , , , , 
run_57_repetition_7,TODO,v2.5,qwen,answering,long, , , , , , , , , , 
run_58_repetition_7,TODO,v2.5,qwen,summarization,short, , , , , , , , , , 
run_59_repetition_7,TODO,v2.5,qwen,summarization,long, , , , , , , , , , 
run_0_repetition_8,TODO,v0.1,mistral,generation,short, , , , , , , , , , 
run_1_repetition_8,TODO,v0.1,mistral,generation,long, , , , , , , , , , 
run_2_repetition_8,TODO,v0.1,mistral,answering,short, , , , , , , , , , 
run_3_repetition_8,TODO,v0.1,mistral,answering,long, , , , , , , , , , 
run_4_repetition_8,TODO,v0.1,mistral,summarization,short, , , , , , , , , , 
run_5_repetition_8,TODO,v0.1,mistral,summarization,long, , , , , , , , , , 
run_6_repetition_8,TODO,v0.2,mistral,generation,short, , , , , , , , , , 
run_7_repetition_8,TODO,v0.2,mistral,generation,long, , , , , , , , , , 
run_8_repetition_8,TODO,v0.2,mistral,answering,short, , , , , , , , , , 
run_9_repetition_8,TODO,v0.2,mistral,answering,long, , , , , , , , , , 
run_10_repetition_8,TODO,v0.2,mistral,summarization,short, , , , , , , , , , 
run_11_repetition_8,TODO,v0.2,mistral,summarization,long, , , , , , , , , , 
run_12_repetition_8,TODO,v0.3,mistral,generation,short, , , , , , , , , , 
run_13_repetition_8,TODO,v0.3,mistral,generation,long, , , , , , , , , , 
run_14_repetition_8,TODO,v0.3,mistral,answering,short, , , , , , , , , , 
run_15_repetition_8,TODO,v0.3,mistral,answering,long, , , , , , , , , , 
run_16_repetition_8,TODO,v0.3,mistral,summarization,short, , , , , , , , , , 
run_17_repetition_8,TODO,v0.3,mistral,summarization,long, , , , , , , , , , 
run_18_repetition_8,TODO,v1,gemma,generation,short, , , , , , , , , , 
run_19_repetition_8,TODO,v1,gemma,generation,long, , , , , , , , , , 
run_20_repetition_8,TODO,v1,gemma,answering,short, , , , , , , , , , 
run_21_repetition_8,TODO,v1,gemma,answering,long, , , , , , , , , , 
run_22_repetition_8,TODO,v1,gemma,summarization,short, , , , , , , , , , 
run_23_repetition_8,TODO,v1,gemma,summarization,long, , , , , , , , , , 
run_24_repetition_8,TODO,v1,qwen,generation,short, , , , , , , , , , 
run_25_repetition_8,TODO,v1,qwen,generation,long, , , , , , , , , , 
run_26_repetition_8,TODO,v1,qwen,answering,short, , , , , , , , , , 
run_27_repetition_8,TODO,v1,qwen,answering,long, , , , , , , , , , 
run_28_repetition_8,TODO,v1,qwen,summarization,short, , , , , , , , , , 
run_29_repetition_8,TODO,v1,qwen,summarization,long, , , , , , , , , , 
run_30_repetition_8,TODO,v1.1,gemma,generation,short, , , , , , , , , , 
run_31_repetition_8,TODO,v1.1,gemma,generation,long, , , , , , , , , , 
run_32_repetition_8,TODO,v1.1,gemma,answering,short, , , , , , , , , , 
run_33_repetition_8,TODO,v1.1,gemma,answering,long, , , , , , , , , , 
run_34_repetition_8,TODO,v1.1,gemma,summarization,short, , , , , , , , , , 
run_35_repetition_8,TODO,v1.1,gemma,summarization,long, , , , , , , , , , 
run_36_repetition_8,TODO,v1.5,qwen,generation,short, , , , , , , , , , 
run_37_repetition_8,TODO,v1.5,qwen,generation,long, , , , , , , , , , 
run_38_repetition_8,TODO,v1.5,qwen,answering,short, , , , , , , , , , 
run_39_repetition_8,TODO,v1.5,qwen,answering,long, , , , , , , , , , 
run_40_repetition_8,TODO,v1.5,qwen,summarization,short, , , , , , , , , , 
run_41_repetition_8,TODO,v1.5,qwen,summarization,long, , , , , , , , , , 
run_42_repetition_8,TODO,v2,gemma,generation,short, , , , , , , , , , 
run_43_repetition_8,TODO,v2,gemma,generation,long, , , , , , , , , , 
run_44_repetition_8,TODO,v2,gemma,answering,short, , , , , , , , , , 
run_45_repetition_8,TODO,v2,gemma,answering,long, , , , , , , , , , 
run_46_repetition_8,TODO,v2,gemma,summarization,short, , , , , , , , , , 
run_47_repetition_8,TODO,v2,gemma,summarization,long, , , , , , , , , , 
run_48_repetition_8,TODO,v2,qwen,generation,short, , , , , , , , , , 
run_49_repetition_8,TODO,v2,qwen,generation,long, , , , , , , , , , 
run_50_repetition_8,TODO,v2,qwen,answering,short, , , , , , , , , , 
run_51_repetition_8,TODO,v2,qwen,answering,long, , , , , , , , , , 
run_52_repetition_8,TODO,v2,qwen,summarization,short, , , , , , , , , , 
run_53_repetition_8,TODO,v2,qwen,summarization,long, , , , , , , , , , 
run_54_repetition_8,TODO,v2.5,qwen,generation,short, , , , , , , , , , 
run_55_repetition_8,TODO,v2.5,qwen,generation,long, , , , , , , , , , 
run_56_repetition_8,TODO,v2.5,qwen,answering,short, , , , , , , , , , 
run_57_repetition_8,TODO,v2.5,qwen,answering,long, , , , , , , , , , 
run_58_repetition_8,TODO,v2.5,qwen,summarization,short, , , , , , , , , , 
run_59_repetition_8,TODO,v2.5,qwen,summarization,long, , , , , , , , , , 
run_0_repetition_9,TODO,v0.1,mistral,generation,short, , , , , , , , , , 
run_1_repetition_9,TODO,v0.1,mistral,generation,long, , , , , , , , , , 
run_2_repetition_9,TODO,v0.1,mistral,answering,short, , , , , , , , , , 
run_3_repetition_9,TODO,v0.1,mistral,answering,long, , , , , , , , , , 
run_4_repetition_9,TODO,v0.1,mistral,summarization,short, , , , , , , , , , 
run_5_repetition_9,TODO,v0.1,mistral,summarization,long, , , , , , , , , , 
run_6_repetition_9,TODO,v0.2,mistral,generation,short, , , , , , , , , , 
run_7_repetition_9,TODO,v0.2,mistral,generation,long, , , , , , , , , , 
run_8_repetition_9,TODO,v0.2,mistral,answering,short, , , , , , , , , , 
run_9_repetition_9,TODO,v0.2,mistral,answering,long, , , , , , , , , , 
run_10_repetition_9,TODO,v0.2,mistral,summarization,short, , , , , , , , , , 
run_11_repetition_9,TODO,v0.2,mistral,summarization,long, , , , , , , , , , 
run_12_repetition_9,TODO,v0.3,mistral,generation,short, , , , , , , , , , 
run_13_repetition_9,TODO,v0.3,mistral,generation,long, , , , , , , , , , 
run_14_repetition_9,TODO,v0.3,mistral,answering,short, , , , , , , , , , 
run_15_repetition_9,TODO,v0.3,mistral,answering,long, , , , , , , , , , 
run_16_repetition_9,TODO,v0.3,mistral,summarization,short, , , , , , , , , , 
run_17_repetition_9,TODO,v0.3,mistral,summarization,long, , , , , , , , , , 
run_18_repetition_9,TODO,v1,gemma,generation,short, , , , , , , , , , 
run_19_repetition_9,TODO,v1,gemma,generation,long, , , , , , , , , , 
run_20_repetition_9,TODO,v1,gemma,answering,short, , , , , , , , , , 
run_21_repetition_9,TODO,v1,gemma,answering,long, , , , , , , , , , 
run_22_repetition_9,TODO,v1,gemma,summarization,short, , , , , , , , , , 
run_23_repetition_9,TODO,v1,gemma,summarization,long, , , , , , , , , , 
run_24_repetition_9,TODO,v1,qwen,generation,short, , , , , , , , , , 
run_25_repetition_9,TODO,v1,qwen,generation,long, , , , , , , , , , 
run_26_repetition_9,TODO,v1,qwen,answering,short, , , , , , , , , , 
run_27_repetition_9,TODO,v1,qwen,answering,long, , , , , , , , , , 
run_28_repetition_9,TODO,v1,qwen,summarization,short, , , , , , , , , , 
run_29_repetition_9,TODO,v1,qwen,summarization,long, , , , , , , , , , 
run_30_repetition_9,TODO,v1.1,gemma,generation,short, , , , , , , , , , 
run_31_repetition_9,TODO,v1.1,gemma,generation,long, , , , , , , , , , 
run_32_repetition_9,TODO,v1.1,gemma,answering,short, , , , , , , , , , 
run_33_repetition_9,TODO,v1.1,gemma,answering,long, , , , , , , , , , 
run_34_repetition_9,TODO,v1.1,gemma,summarization,short, , , , , , , , , , 
run_35_repetition_9,TODO,v1.1,gemma,summarization,long, , , , , , , , , , 
run_36_repetition_9,TODO,v1.5,qwen,generation,short, , , , , , , , , , 
run_37_repetition_9,TODO,v1.5,qwen,generation,long, , , , , , , , , , 
run_38_repetition_9,TODO,v1.5,qwen,answering,short, , , , , , , , , , 
run_39_repetition_9,TODO,v1.5,qwen,answering,long, , , , , , , , , , 
run_40_repetition_9,TODO,v1.5,qwen,summarization,short, , , , , , , , , , 
run_41_repetition_9,TODO,v1.5,qwen,summarization,long, , , , , , , , , , 
run_42_repetition_9,TODO,v2,gemma,generation,short, , , , , , , , , , 
run_43_repetition_9,TODO,v2,gemma,generation,long, , , , , , , , , , 
run_44_repetition_9,TODO,v2,gemma,answering,short, , , , , , , , , , 
run_45_repetition_9,TODO,v2,gemma,answering,long, , , , , , , , , , 
run_46_repetition_9,TODO,v2,gemma,summarization,short, , , , , , , , , , 
run_47_repetition_9,TODO,v2,gemma,summarization,long, , , , , , , , , , 
run_48_repetition_9,TODO,v2,qwen,generation,short, , , , , , , , , , 
run_49_repetition_9,TODO,v2,qwen,generation,long, , , , , , , , , , 
run_50_repetition_9,TODO,v2,qwen,answering,short, , , , , , , , , , 
run_51_repetition_9,TODO,v2,qwen,answering,long, , , , , , , , , , 
run_52_repetition_9,TODO,v2,qwen,summarization,short, , , , , , , , , , 
run_53_repetition_9,TODO,v2,qwen,summarization,long, , , , , , , , , , 
run_54_repetition_9,TODO,v2.5,qwen,generation,short, , , , , , , , , , 
run_55_repetition_9,TODO,v2.5,qwen,generation,long, , , , , , , , , , 
run_56_repetition_9,TODO,v2.5,qwen,answering,short, , , , , , , , , , 
run_57_repetition_9,TODO,v2.5,qwen,answering,long, , , , , , , , , , 
run_58_repetition_9,TODO,v2.5,qwen,summarization,short, , , , , , , , , , 
run_59_repetition_9,TODO,v2.5,qwen,summarization,long, , , , , , , , , , 
run_0_repetition_10,TODO,v0.1,mistral,generation,short, , , , , , , , , , 
run_1_repetition_10,TODO,v0.1,mistral,generation,long, , , , , , , , , , 
run_2_repetition_10,TODO,v0.1,mistral,answering,short, , , , , , , , , , 
run_3_repetition_10,TODO,v0.1,mistral,answering,long, , , , , , , , , , 
run_4_repetition_10,TODO,v0.1,mistral,summarization,short, , , , , , , , , , 
run_5_repetition_10,TODO,v0.1,mistral,summarization,long, , , , , , , , , , 
run_6_repetition_10,TODO,v0.2,mistral,generation,short, , , , , , , , , , 
run_7_repetition_10,TODO,v0.2,mistral,generation,long, , , , , , , , , , 
run_8_repetition_10,TODO,v0.2,mistral,answering,short, , , , , , , , , , 
run_9_repetition_10,TODO,v0.2,mistral,answering,long, , , , , , , , , , 
run_10_repetition_10,TODO,v0.2,mistral,summarization,short, , , , , , , , , , 
run_11_repetition_10,TODO,v0.2,mistral,summarization,long, , , , , , , , , , 
run_12_repetition_10,TODO,v0.3,mistral,generation,short, , , , , , , , , , 
run_13_repetition_10,TODO,v0.3,mistral,generation,long, , , , , , , , , , 
run_14_repetition_10,TODO,v0.3,mistral,answering,short, , , , , , , , , , 
run_15_repetition_10,TODO,v0.3,mistral,answering,long, , , , , , , , , , 
run_16_repetition_10,TODO,v0.3,mistral,summarization,short, , , , , , , , , , 
run_17_repetition_10,TODO,v0.3,mistral,summarization,long, , , , , , , , , , 
run_18_repetition_10,TODO,v1,gemma,generation,short, , , , , , , , , , 
run_19_repetition_10,TODO,v1,gemma,generation,long, , , , , , , , , , 
run_20_repetition_10,TODO,v1,gemma,answering,short, , , , , , , , , , 
run_21_repetition_10,TODO,v1,gemma,answering,long, , , , , , , , , , 
run_22_repetition_10,TODO,v1,gemma,summarization,short, , , , , , , , , , 
run_23_repetition_10,TODO,v1,gemma,summarization,long, , , , , , , , , , 
run_24_repetition_10,TODO,v1,qwen,generation,short, , , , , , , , , , 
run_25_repetition_10,TODO,v1,qwen,generation,long, , , , , , , , , , 
run_26_repetition_10,TODO,v1,qwen,answering,short, , , , , , , , , , 
run_27_repetition_10,TODO,v1,qwen,answering,long, , , , , , , , , , 
run_28_repetition_10,TODO,v1,qwen,summarization,short, , , , , , , , , , 
run_29_repetition_10,TODO,v1,qwen,summarization,long, , , , , , , , , , 
run_30_repetition_10,TODO,v1.1,gemma,generation,short, , , , , , , , , , 
run_31_repetition_10,TODO,v1.1,gemma,generation,long, , , , , , , , , , 
run_32_repetition_10,TODO,v1.1,gemma,answering,short, , , , , , , , , , 
run_33_repetition_10,TODO,v1.1,gemma,answering,long, , , , , , , , , , 
run_34_repetition_10,TODO,v1.1,gemma,summarization,short, , , , , , , , , , 
run_35_repetition_10,TODO,v1.1,gemma,summarization,long, , , , , , , , , , 
run_36_repetition_10,TODO,v1.5,qwen,generation,short, , , , , , , , , , 
run_37_repetition_10,TODO,v1.5,qwen,generation,long, , , , , , , , , , 
run_38_repetition_10,TODO,v1.5,qwen,answering,short, , , , , , , , , , 
run_39_repetition_10,TODO,v1.5,qwen,answering,long, , , , , , , , , , 
run_40_repetition_10,TODO,v1.5,qwen,summarization,short, , , , , , , , , , 
run_41_repetition_10,TODO,v1.5,qwen,summarization,long, , , , , , , , , , 
run_42_repetition_10,TODO,v2,gemma,generation,short, , , , , , , , , , 
run_43_repetition_10,TODO,v2,gemma,generation,long, , , , , , , , , , 
run_44_repetition_10,TODO,v2,gemma,answering,short, , , , , , , , , , 
run_45_repetition_10,TODO,v2,gemma,answering,long, , , , , , , , , , 
run_46_repetition_10,TODO,v2,gemma,summarization,short, , , , , , , , , , 
run_47_repetition_10,TODO,v2,gemma,summarization,long, , , , , , , , , , 
run_48_repetition_10,TODO,v2,qwen,generation,short, , , , , , , , , , 
run_49_repetition_10,TODO,v2,qwen,generation,long, , , , , , , , , , 
run_50_repetition_10,TODO,v2,qwen,answering,short, , , , , , , , , , 
run_51_repetition_10,TODO,v2,qwen,answering,long, , , , , , , , , , 
run_52_repetition_10,TODO,v2,qwen,summarization,short, , , , , , , , , , 
run_53_repetition_10,TODO,v2,qwen,summarization,long, , , , , , , , , , 
run_54_repetition_10,TODO,v2.5,qwen,generation,short, , , , , , , , , , 
run_55_repetition_10,TODO,v2.5,qwen,generation,long, , , , , , , , , , 
run_56_repetition_10,TODO,v2.5,qwen,answering,short, , , , , , , , , , 
run_57_repetition_10,TODO,v2.5,qwen,answering,long, , , , , , , , , , 
run_58_repetition_10,TODO,v2.5,qwen,summarization,short, , , , , , , , , , 
run_59_repetition_10,TODO,v2.5,qwen,summarization,long, , , , , , , , , , 
run_0_repetition_11,TODO,v0.1,mistral,generation,short, , , , , , , , , , 
run_1_repetition_11,TODO,v0.1,mistral,generation,long, , , , , , , , , , 
run_2_repetition_11,TODO,v0.1,mistral,answering,short, , , , , , , , , , 
run_3_repetition_11,TODO,v0.1,mistral,answering,long, , , , , , , , , , 
run_4_repetition_11,TODO,v0.1,mistral,summarization,short, , , , , , , , , , 
run_5_repetition_11,TODO,v0.1,mistral,summarization,long, , , , , , , , , , 
run_6_repetition_11,TODO,v0.2,mistral,generation,short, , , , , , , , , , 
run_7_repetition_11,TODO,v0.2,mistral,generation,long, , , , , , , , , , 
run_8_repetition_11,TODO,v0.2,mistral,answering,short, , , , , , , , , , 
run_9_repetition_11,TODO,v0.2,mistral,answering,long, , , , , , , , , , 
run_10_repetition_11,TODO,v0.2,mistral,summarization,short, , , , , , , , , , 
run_11_repetition_11,TODO,v0.2,mistral,summarization,long, , , , , , , , , , 
run_12_repetition_11,TODO,v0.3,mistral,generation,short, , , , , , , , , , 
run_13_repetition_11,TODO,v0.3,mistral,generation,long, , , , , , , , , , 
run_14_repetition_11,TODO,v0.3,mistral,answering,short, , , , , , , , , , 
run_15_repetition_11,TODO,v0.3,mistral,answering,long, , , , , , , , , , 
run_16_repetition_11,TODO,v0.3,mistral,summarization,short, , , , , , , , , , 
run_17_repetition_11,TODO,v0.3,mistral,summarization,long, , , , , , , , , , 
run_18_repetition_11,TODO,v1,gemma,generation,short, , , , , , , , , , 
run_19_repetition_11,TODO,v1,gemma,generation,long, , , , , , , , , , 
run_20_repetition_11,TODO,v1,gemma,answering,short, , , , , , , , , , 
run_21_repetition_11,TODO,v1,gemma,answering,long, , , , , , , , , , 
run_22_repetition_11,TODO,v1,gemma,summarization,short, , , , , , , , , , 
run_23_repetition_11,TODO,v1,gemma,summarization,long, , , , , , , , , , 
run_24_repetition_11,TODO,v1,qwen,generation,short, , , , , , , , , , 
run_25_repetition_11,TODO,v1,qwen,generation,long, , , , , , , , , , 
run_26_repetition_11,TODO,v1,qwen,answering,short, , , , , , , , , , 
run_27_repetition_11,TODO,v1,qwen,answering,long, , , , , , , , , , 
run_28_repetition_11,TODO,v1,qwen,summarization,short, , , , , , , , , , 
run_29_repetition_11,TODO,v1,qwen,summarization,long, , , , , , , , , , 
run_30_repetition_11,TODO,v1.1,gemma,generation,short, , , , , , , , , , 
run_31_repetition_11,TODO,v1.1,gemma,generation,long, , , , , , , , , , 
run_32_repetition_11,TODO,v1.1,gemma,answering,short, , , , , , , , , , 
run_33_repetition_11,TODO,v1.1,gemma,answering,long, , , , , , , , , , 
run_34_repetition_11,TODO,v1.1,gemma,summarization,short, , , , , , , , , , 
run_35_repetition_11,TODO,v1.1,gemma,summarization,long, , , , , , , , , , 
run_36_repetition_11,TODO,v1.5,qwen,generation,short, , , , , , , , , , 
run_37_repetition_11,TODO,v1.5,qwen,generation,long, , , , , , , , , , 
run_38_repetition_11,TODO,v1.5,qwen,answering,short, , , , , , , , , , 
run_39_repetition_11,TODO,v1.5,qwen,answering,long, , , , , , , , , , 
run_40_repetition_11,TODO,v1.5,qwen,summarization,short, , , , , , , , , , 
run_41_repetition_11,TODO,v1.5,qwen,summarization,long, , , , , , , , , , 
run_42_repetition_11,TODO,v2,gemma,generation,short, , , , , , , , , , 
run_43_repetition_11,TODO,v2,gemma,generation,long, , , , , , , , , , 
run_44_repetition_11,TODO,v2,gemma,answering,short, , , , , , , , , , 
run_45_repetition_11,TODO,v2,gemma,answering,long, , , , , , , , , , 
run_46_repetition_11,TODO,v2,gemma,summarization,short, , , , , , , , , , 
run_47_repetition_11,TODO,v2,gemma,summarization,long, , , , , , , , , , 
run_48_repetition_11,TODO,v2,qwen,generation,short, , , , , , , , , , 
run_49_repetition_11,TODO,v2,qwen,generation,long, , , , , , , , , , 
run_50_repetition_11,TODO,v2,qwen,answering,short, , , , , , , , , , 
run_51_repetition_11,TODO,v2,qwen,answering,long, , , , , , , , , , 
run_52_repetition_11,TODO,v2,qwen,summarization,short, , , , , , , , , , 
run_53_repetition_11,TODO,v2,qwen,summarization,long, , , , , , , , , , 
run_54_repetition_11,TODO,v2.5,qwen,generation,short, , , , , , , , , , 
run_55_repetition_11,TODO,v2.5,qwen,generation,long, , , , , , , , , , 
run_56_repetition_11,TODO,v2.5,qwen,answering,short, , , , , , , , , , 
run_57_repetition_11,TODO,v2.5,qwen,answering,long, , , , , , , , , , 
